confidence,source,em,f1,bert
0.85,GlobalMedQA_EN,0.0,0.0,0.5835770964622498
0.95,GlobalMedQA_EN,0.0,0.8,0.6984032988548279
0.95,GlobalMedQA_EN,0.0,0.3333333333333333,0.6612666845321655
0.95,GlobalMedQA_EN,1.0,1.0,0.9999999403953552
0.99,GlobalMedQA_EN,0.0,0.4,0.5590463280677795
0.9,GlobalMedQA_EN,0.0,0.2,0.8123782873153687
0.98,GlobalMedQA_EN,0.0,0.4,0.8648436069488525
0.99,GlobalMedQA_EN,0.0,0.6666666666666666,0.770382821559906
0.9,GlobalMedQA_EN,1.0,1.0,1.0
0.85,GlobalMedQA_EN,1.0,1.0,1.0
0.8,GlobalMedQA_EN,0.0,0.8,0.7137343883514404
0.95,GlobalMedQA_EN,1.0,1.0,1.0
0.8,GlobalMedQA_EN,1.0,1.0,1.0
0.9,GlobalMedQA_EN,1.0,1.0,1.0000001192092896
0.95,GlobalMedQA_EN,1.0,1.0,1.0
0.9,GlobalMedQA_EN,0.0,0.0,0.5150726437568665
0.8,GlobalMedQA_EN,0.0,0.3333333333333333,0.9082558751106262
0.8,GlobalMedQA_EN,0.0,0.36363636363636365,0.7477395534515381
0.9,GlobalMedQA_EN,0.0,0.1,0.5759046077728271
0.99,GlobalMedQA_EN,0.0,0.0,0.35787561535835266
0.9,GlobalMedQA_EN,0.0,0.0,0.6158735752105713
0.8,GlobalMedQA_EN,0.0,0.3333333333333333,0.8499727249145508
0.9,GlobalMedQA_EN,1.0,1.0,1.0
0.95,GlobalMedQA_EN,1.0,1.0,1.0
0.9,GlobalMedQA_EN,1.0,1.0,1.0
0.9,GlobalMedQA_EN,0.0,0.0,0.7044095993041992
0.95,GlobalMedQA_EN,0.0,0.0,0.5516909956932068
0.0,GlobalMedQA_EN,0.0,0.4,0.7771140336990356
0.95,GlobalMedQA_EN,1.0,1.0,0.9999999403953552
0.95,GlobalMedQA_EN,1.0,1.0,1.0
0.9,GlobalMedQA_EN,0.0,0.25,0.7140688300132751
0.8,GlobalMedQA_EN,1.0,1.0,1.0
0.95,GlobalMedQA_EN,0.0,0.5,0.825950026512146
0.9,GlobalMedQA_EN,0.0,0.0,0.6137314438819885
0.95,GlobalMedQA_EN,0.0,0.0,0.57608962059021
0.99,GlobalMedQA_EN,0.0,0.3333333333333333,0.7797502875328064
0.95,GlobalMedQA_EN,1.0,1.0,1.0
